[(13, 14, 1, 1, 1, 0, 3), 
(14, 1, 1, 1, 1, 0.0625, 17), 
(14, 2, 1, 1, 1, 0.06666666666666667, 16), 
(14, 7, 1, 1, 1, 0.1, 11), 
(14, 8, 1, 1, 1, 0.1111111111111111, 10), 
(15, 0, 1, 1, 1, 0.11764705882352941, 19), 
(15, 4, 1, 1, 1, 0.15384615384615385, 15), 
(14, 11, 1, 1, 1, 0.16666666666666666, 7), 
(16, 1, 1, 1, 1, 0.1875, 19), 
(15, 7, 1, 1, 1, 0.2, 12), 
(16, 3, 1, 1, 1, 0.21428571428571427, 17), 
(16, 4, 1, 1, 1, 0.23076923076923078, 16), 
(15, 9, 1, 1, 1, 0.25, 10), 
(17, 2, 1, 1, 1, 0.26666666666666666, 19), 
(16, 6, 1, 1, 1, 0.2727272727272727, 14), 
(17, 3, 1, 1, 1, 0.2857142857142857, 18), 
(18, 0, 1, 1, 1, 0.29411764705882354, 22), 
(17, 4, 1, 1, 1, 0.3076923076923077, 17), 
(14, 14, 1, 1, 1, 0.3333333333333333, 4), 
(19, 0, 1, 1, 1, 0.35294117647058826, 23), 
(18, 3, 1, 1, 1, 0.35714285714285715, 19), 
(19, 1, 1, 1, 1, 0.375, 22), 
(18, 4, 1, 1, 1, 0.38461538461538464, 18), 
(17, 7, 1, 1, 1, 0.4, 14), 
(18, 5, 1, 1, 1, 0.4166666666666667, 17), 
(17, 8, 1, 1, 1, 0.4444444444444444, 13), 
(21, 0, 1, 1, 1, 0.47058823529411764, 25), 
(14, 15, 1, 1, 1, 0.5, 3), 
(21, 2, 1, 1, 1, 0.5333333333333333, 23), 
(20, 4, 1, 1, 1, 0.5384615384615384, 20), 
(19, 6, 1, 1, 1, 0.5454545454545454, 17), 
(18, 8, 1, 1, 1, 0.5555555555555556, 14), 
(17, 10, 1, 1, 1, 0.5714285714285714, 11), 
(19, 7, 1, 1, 1, 0.6, 16), 
(21, 4, 1, 1, 1, 0.6153846153846154, 21), 
(18, 9, 1, 1, 1, 0.625, 13), 
(22, 3, 1, 1, 1, 0.6428571428571429, 23), 
(17, 11, 1, 1, 1, 0.6666666666666666, 10), 
(22, 4, 1, 1, 1, 0.6923076923076923, 22), 
(18, 10, 1, 1, 1, 0.7142857142857143, 12), 
(19, 9, 1, 1, 1, 0.75, 14), 
(23, 4, 1, 1, 1, 0.7692307692307693, 23), 
(20, 8, 1, 1, 1, 0.7777777777777778, 16), 
(24, 3, 1, 1, 1, 0.7857142857142857, 25), 
(17, 12, 1, 1, 1, 0.8, 9), 
(22, 6, 1, 1, 1, 0.8181818181818182, 20), 
(23, 5, 1, 1, 1, 0.8333333333333334, 22), 
(24, 4, 1, 1, 1, 0.8461538461538461, 24), 
(19, 10, 1, 1, 1, 0.8571428571428571, 13), 
(21, 8, 1, 1, 1, 0.8888888888888888, 17), 
(23, 6, 1, 1, 1, 0.9090909090909091, 21), 
(24, 5, 1, 1, 1, 0.9166666666666666, 23), 
(15, 15, 1, 1, 1, 1.0, 4), 
(24, 7, 1, 1, 1, 1.1, 21), 
(23, 8, 1, 1, 1, 1.1111111111111112, 19), 
(21, 10, 1, 1, 1, 1.1428571428571428, 15), 
(20, 11, 1, 1, 1, 1.1666666666666667, 13), 
(25, 7, 1, 1, 1, 1.2, 22), 
(21, 11, 1, 1, 1, 1.3333333333333333, 14), 
(20, 12, 1, 1, 1, 1.4, 12), 
(25, 9, 1, 1, 1, 1.5, 20), 
(24, 10, 1, 1, 1, 1.5714285714285714, 18), 
(18, 14, 1, 1, 1, 1.6666666666666667, 8), 
(25, 10, 1, 1, 1, 1.7142857142857142, 19), 
(20, 13, 1, 1, 1, 1.75, 11), 
(22, 12, 1, 1, 1, 1.8, 14), 
(24, 11, 1, 1, 1, 1.8333333333333333, 17), 
(17, 15, 1, 1, 1, 2.0, 6), 
(20, 14, 1, 1, 1, 2.3333333333333335, 10), 
(25, 12, 1, 1, 1, 2.4, 17), 
(23, 13, 1, 1, 1, 2.5, 14), 
(21, 14, 1, 1, 1, 2.6666666666666665, 11), 
(16, 16, 1, 1, 1, 3.0, 4), 
(20, 15, 1, 1, 1, 3.5, 9), 
(24, 14, 1, 1, 1, 3.6666666666666665, 14), 
(17, 16, 1, 1, 1, 4.0, 5), 
(18, 16, 1, 1, 1, 5.0, 6), 
(24, 15, 1, 1, 1, 5.5, 13), 
(19, 16, 1, 1, 1, 6.0, 7), 
(21, 16, 1, 1, 1, 8.0, 9), 
(22, 16, 1, 1, 1, 9.0, 10), 
(25, 16, 1, 1, 1, 12.0, 13), 
(18, 17, 1, 1, 1, 10000000, 5), 
(24, 18, 1, -1, 2, -11.0, 12), 
(22, 18, 1, -1, 2, -9.0, 10), 
(21, 18, 1, -1, 2, -8.0, 9), 
(18, 18, 1, -1, 2, -5.0, 6), 
(22, 19, 1, -1, 2, -4.5, 11), 
(17, 18, 1, -1, 2, -4.0, 5), 
(20, 19, 1, -1, 2, -3.5, 9), 
(23, 20, 1, -1, 2, -3.3333333333333335, 13), 
(16, 18, 1, -1, 2, -3.0, 4), 
(18, 19, 1, -1, 2, -2.5, 7), 
(25, 22, 1, -1, 2, -2.4, 17), 
(22, 21, 1, -1, 2, -2.25, 13), 
(24, 22, 1, -1, 2, -2.2, 16), 
(25, 23, 1, -1, 2, -2.0, 18), 
(24, 23, 1, -1, 2, -1.8333333333333333, 17), 
(20, 21, 1, -1, 2, -1.75, 11), 
(18, 20, 1, -1, 2, -1.6666666666666667, 8), 
(21, 22, 1, -1, 2, -1.6, 13), 
(19, 21, 1, -1, 2, -1.5, 10), 
(23, 24, 1, -1, 2, -1.4285714285714286, 17), 
(20, 22, 1, -1, 2, -1.4, 12), 
(24, 25, 1, -1, 2, -1.375, 19), 
(21, 23, 1, -1, 2, -1.3333333333333333, 14), 
(22, 24, 1, -1, 2, -1.2857142857142858, 16), 
(19, 22, 1, -1, 2, -1.2, 11), 
(20, 23, 1, -1, 2, -1.1666666666666667, 13), 
(22, 25, 1, -1, 2, -1.125, 17), 
(15, 19, 1, -1, 2, -1.0, 4), 
(16, 21, 1, -1, 2, -0.75, 7), 
(17, 23, 1, -1, 2, -0.6666666666666666, 10), 
(16, 22, 1, -1, 2, -0.6, 8), 
(17, 24, 1, -1, 2, -0.5714285714285714, 11), 
(14, 19, 1, -1, 2, -0.5, 3), 
(16, 24, 1, -1, 2, -0.42857142857142855, 10), 
(15, 22, 1, -1, 2, -0.4, 7), 
(15, 23, 1, -1, 2, -0.3333333333333333, 8), 
(15, 24, 1, -1, 2, -0.2857142857142857, 9), 
(14, 21, 1, -1, 2, -0.25, 5), 
(14, 23, 1, -1, 2, -0.16666666666666666, 7), 
(14, 24, 1, -1, 2, -0.14285714285714285, 8), 
(13, 19, 1, -1, 2, 0, 2), 
(12, 25, -1, -1, 3, 0.125, 9), 
(12, 24, -1, -1, 3, 0.14285714285714285, 8), 
(12, 22, -1, -1, 3, 0.2, 6), 
(12, 21, -1, -1, 3, 0.25, 5), 
(11, 23, -1, -1, 3, 0.3333333333333333, 8), 
(10, 25, -1, -1, 3, 0.375, 11), 
(10, 24, -1, -1, 3, 0.42857142857142855, 10), 
(12, 19, -1, -1, 3, 0.5, 3), 
(10, 22, -1, -1, 3, 0.6, 8), 
(11, 20, -1, -1, 3, 0.6666666666666666, 5), 
(8, 24, -1, -1, 3, 0.7142857142857143, 12), 
(10, 21, -1, -1, 3, 0.75, 7), 
(8, 23, -1, -1, 3, 0.8333333333333334, 11), 
(7, 24, -1, -1, 3, 0.8571428571428571, 13), 
(6, 25, -1, -1, 3, 0.875, 15), 
(8, 22, -1, -1, 3, 1.0, 10), 
(4, 25, -1, -1, 3, 1.125, 17), 
(5, 24, -1, -1, 3, 1.1428571428571428, 15), 
(6, 23, -1, -1, 3, 1.1666666666666667, 13), 
(7, 22, -1, -1, 3, 1.2, 11), 
(8, 21, -1, -1, 3, 1.25, 9), 
(5, 23, -1, -1, 3, 1.3333333333333333, 14), 
(10, 19, -1, -1, 3, 1.5, 5), 
(2, 24, -1, -1, 3, 1.5714285714285714, 18), 
(4, 22, -1, -1, 3, 1.8, 14), 
(2, 23, -1, -1, 3, 1.8333333333333333, 17), 
(0, 24, -1, -1, 3, 1.8571428571428572, 20), 
(7, 20, -1, -1, 3, 2.0, 9), 
(4, 21, -1, -1, 3, 2.25, 13), 
(6, 20, -1, -1, 3, 2.3333333333333335, 10), 
(3, 21, -1, -1, 3, 2.5, 14), 
(0, 22, -1, -1, 3, 2.6, 18), 
(2, 21, -1, -1, 3, 2.75, 15), 
(10, 18, -1, -1, 3, 3.0, 4), 
(3, 20, -1, -1, 3, 3.3333333333333335, 13), 
(6, 19, -1, -1, 3, 3.5, 9), 
(2, 20, -1, -1, 3, 3.6666666666666665, 14), 
(9, 18, -1, -1, 3, 4.0, 5), 
(0, 20, -1, -1, 3, 4.333333333333333, 16), 
(8, 18, -1, -1, 3, 5.0, 6), 
(7, 18, -1, -1, 3, 6.0, 7), 
(0, 19, -1, -1, 3, 6.5, 15), 
(5, 18, -1, -1, 3, 8.0, 9), 
